sale_id,customer_id,product_id,quantity,discount,sale_date
13125,2696,2039,5,0.02,03-02-2023
13126,16756,3154,1,0.2,15-10-2023
13127,5085,1375,1,0.21,23-10-2020
13128,17210,1145,4,0.15,23-05-2021
13129,10884,902,1,0.13,03-12-2020
13130,11991,2669,3,0.09,28-05-2022
13131,12987,2400,3,0.11,17-04-2023
13132,3271,731,1,0.07,26-01-2021
13133,228,3254,3,0.1,29-05-2022
13134,7067,1622,1,0.25,06-02-2020
13135,17007,3398,2,0.01,14-12-2020
13136,18914,1505,3,0.23,09-12-2023
13137,19682,741,5,0.19,05-10-2022
13138,12987,1258,2,0.07,03-04-2021
13139,14285,2057,4,0.25,23-01-2023
13140,16766,328,4,0.13,20-01-2022
13141,10987,1418,4,0.13,28-01-2022
13142,11204,3101,3,0.18,08-10-2021
13143,3374,309,4,0.2,28-06-2022
13144,3349,1657,1,0.22,30-09-2020
13145,8425,2954,4,0.17,30-07-2022
13146,12102,388,5,0.19,06-01-2021
13147,17305,456,1,0.01,07-05-2022
13148,8706,2941,5,0.11,17-08-2020
13149,14201,2172,1,0.12,28-05-2020
13150,19255,2792,3,0.09,21-05-2020
13151,19770,2674,4,0.18,19-05-2022
13152,12538,574,3,0.14,03-08-2020
13153,12211,2225,1,0.22,23-11-2022
13154,9286,1673,3,0.24,18-11-2022
13155,10937,3315,5,0.04,04-02-2021
13156,1706,2589,1,0.03,18-11-2020
13157,8149,291,5,0.25,30-09-2020
13158,14135,1911,1,0.11,20-03-2021
13159,11755,1528,3,0.05,27-07-2022
13160,9091,566,4,0.02,01-12-2022
13161,9779,152,2,0.12,11-02-2020
13162,3461,559,2,0.23,05-11-2022
13163,5096,2625,3,0.1,04-09-2022
13164,18290,1259,4,0.01,01-01-2020
13165,920,770,1,0.16,17-03-2021
13166,14992,1152,2,0,26-05-2020
13167,9771,1874,2,0.17,21-01-2024
13168,4164,248,1,0.1,24-09-2020
13169,2266,1797,3,0.08,24-06-2022
13170,3064,677,3,0.03,06-10-2022
13171,2023,507,5,0.08,23-08-2022
13172,8375,1429,4,0.12,19-01-2021
13173,7599,2237,4,0.17,18-10-2021
13174,19248,1830,4,0.08,16-08-2022
13175,16137,2118,4,0.1,04-03-2021
13176,8932,1579,5,0.18,29-05-2022
13177,2923,3019,4,0.03,02-03-2020
13178,10086,1372,5,0.18,20-09-2021
13179,14992,2354,2,0.23,11-10-2022
13180,8112,1842,4,0.07,30-05-2020
13181,12052,3404,5,0.23,17-12-2020
13182,18277,756,1,0.01,03-02-2020
13183,11933,809,4,0.24,07-04-2020
13184,5944,2552,2,0.16,06-08-2021
13185,7561,1088,5,0.22,16-03-2023
13186,17685,3371,2,0.2,22-06-2022
13187,1827,35,3,0.25,15-10-2021
13188,16792,2152,5,0.23,16-10-2022
13189,6553,2,4,0.18,02-01-2020
13190,4124,2107,1,0.01,16-04-2021
13191,12811,193,4,0.17,14-03-2023
13192,6831,2275,1,0.2,18-11-2022
13193,13829,2132,1,0.24,10-02-2020
13194,19834,3443,2,0.22,16-06-2022
13195,4082,1056,4,0.2,10-09-2022
13196,6395,1629,4,0.1,21-07-2022
13197,1041,926,5,0.1,27-11-2021
13198,16438,2861,5,0.22,11-10-2020
13199,12843,2939,5,0.06,04-08-2021
13200,14118,1364,4,0.05,06-05-2020
13201,2940,2189,3,0.07,05-06-2023
13202,10537,3055,2,0.17,28-05-2020
13203,18234,1593,2,0.24,18-06-2021
13204,13253,231,4,0.06,16-02-2021
13205,19498,3158,2,0.06,03-05-2022
13206,19643,1139,3,0.13,04-03-2022
13207,18795,1216,2,0.1,07-10-2022
13208,3237,3248,1,0.03,15-01-2021
13209,2812,218,3,0.1,11-02-2021
13210,14096,2369,2,0.1,25-08-2022
13211,3383,2270,5,0.17,31-05-2022
13212,16056,863,3,0.19,28-06-2021
13213,17454,2324,1,0.17,03-04-2020
13214,19370,2993,2,0.02,21-03-2021
13215,14375,3083,4,0.25,14-11-2020
13216,10630,1448,4,0.09,29-02-2020
13217,5783,1817,4,0.01,26-08-2022
13218,16916,1028,2,0.21,23-01-2020
13219,14684,2975,5,0.12,16-02-2022
13220,4848,147,2,0.24,01-08-2023
13221,21,1799,5,0.04,29-01-2021
13222,15135,1868,4,0.14,17-03-2021
13223,16961,3426,3,0.09,16-02-2022
13224,17118,2465,2,0.04,12-07-2023
13225,15872,828,1,0.2,29-09-2023
13226,5848,1523,1,0.15,26-09-2021
13227,18576,1700,3,0.09,28-10-2021
13228,5346,1121,4,0.09,03-02-2020
13229,11106,2550,3,0.11,16-06-2023
13230,12341,2057,3,0.09,29-09-2021
13231,3808,2285,4,0.01,17-02-2022
13232,6308,654,4,0.07,07-09-2023
13233,17224,1678,1,0.04,19-01-2020
13234,8091,84,4,0.11,20-03-2020
13235,6329,2515,5,0,08-06-2023
13236,3158,2174,4,0.06,11-10-2021
13237,2156,836,3,0.24,02-05-2020
13238,8162,1437,2,0.05,28-10-2021
13239,2088,3330,3,0.03,15-04-2023
13240,17198,483,2,0.17,22-06-2023
13241,1396,322,2,0.21,11-04-2020
13242,10018,2871,4,0.05,11-03-2023
13243,8173,1437,2,0.12,06-02-2021
13244,1104,1192,1,0.05,27-01-2020
13245,19343,1838,3,0.25,17-10-2022
13246,5142,1434,2,0.03,05-02-2021
13247,6751,3315,3,0.08,24-02-2020
13248,8993,668,5,0.02,29-10-2022
13249,17891,3161,2,0.11,04-06-2020
13250,6217,659,3,0.04,05-05-2021
13251,4358,1531,4,0.19,12-08-2023
13252,9625,3129,4,0.02,01-12-2022
13253,14142,247,4,0.23,15-05-2022
13254,1839,3439,2,0.07,24-08-2020
13255,5315,2436,5,0.08,06-09-2023
13256,1085,2141,3,0.1,12-10-2023
13257,14104,3037,2,0.03,24-11-2020
13258,12849,502,4,0.04,23-11-2020
13259,18536,3437,3,0.03,21-07-2021
13260,6584,3413,1,0.03,01-02-2024
13261,2268,1192,2,0.14,12-05-2023
13262,3830,1268,2,0.07,11-07-2021
13263,19554,3446,5,0.03,21-09-2021
13264,8787,2786,4,0.09,22-05-2020
13265,15808,2198,1,0.25,11-09-2020
13266,19321,3116,3,0.22,06-01-2020
13267,18072,2503,1,0.25,06-08-2022
13268,1927,524,1,0.11,01-01-2023
13269,12905,1695,4,0.11,07-02-2020
13270,14244,1461,5,0,21-01-2022
13271,13074,1639,2,0.05,04-01-2021
13272,19420,843,4,0.23,02-04-2021
13273,6053,2273,2,0.08,18-02-2020
13274,1508,1307,4,0.05,15-10-2021
13275,11373,624,4,0.12,18-02-2022
13276,11010,2103,5,0.21,05-05-2021
13277,16605,2125,5,0.08,03-07-2020
13278,3907,920,2,0.13,15-01-2022
13279,999,2391,3,0.14,10-03-2022
13280,9559,121,5,0.21,03-08-2022
13281,1244,616,5,0.22,14-01-2020
13282,4822,344,5,0.1,08-04-2020
13283,13707,108,3,0.1,19-03-2021
13284,2745,3331,2,0.23,07-01-2022
13285,11082,771,3,0.15,13-02-2022
13286,15409,885,4,0.21,17-03-2021
13287,8609,2236,5,0.07,13-12-2020
13288,11628,2183,3,0.16,13-08-2020
13289,7457,43,3,0.18,10-02-2022
13290,8563,1163,1,0.16,31-10-2021
13291,3642,1229,4,0.19,26-03-2021
13292,10290,1826,5,0.23,01-09-2022
13293,10407,1235,2,0.08,05-05-2023
13294,15423,2292,2,0.1,27-11-2023
13295,15965,1384,1,0.17,05-04-2021
13296,4260,683,5,0.08,06-12-2021
13297,15585,156,1,0.23,21-08-2021
13298,734,886,3,0.17,22-06-2021
13299,8885,411,2,0.03,20-09-2021
13300,1543,2972,2,0.24,16-07-2023
13301,7202,69,3,0.07,07-01-2024
13302,16409,2444,1,0.13,03-07-2021
13303,14712,1337,4,0.07,25-05-2023
13304,15142,1094,2,0.24,06-11-2022
13305,2960,3368,2,0.03,26-07-2022
13306,10852,767,3,0.14,28-12-2021
13307,727,883,2,0.21,10-01-2023
13308,16008,3459,2,0,22-08-2020
13309,5139,3205,1,0.03,15-08-2021
13310,3539,931,2,0.07,15-05-2020
13311,730,2790,4,0.02,28-08-2023
13312,10078,2885,5,0.01,26-03-2021
13313,19022,1927,3,0.15,26-03-2020
13314,984,1752,5,0.13,22-03-2022
13315,16984,195,1,0.14,08-08-2022
13316,7901,27,4,0.17,23-07-2023
13317,7997,1995,2,0.03,21-02-2022
13318,3190,650,2,0.21,12-12-2023
13319,1365,1426,3,0.15,02-03-2023
13320,4364,974,1,0.03,30-01-2020
13321,15105,1986,4,0.13,12-12-2022
13322,4538,2497,3,0.07,30-03-2020
13323,8317,1003,2,0.14,03-03-2020
13324,8023,3029,5,0.02,17-12-2023
13325,9021,1169,1,0.03,11-07-2021
13326,4030,3416,4,0.04,04-01-2020
13327,17763,20,1,0.11,18-03-2021
13328,17665,249,4,0.1,21-12-2022
13329,13072,3047,3,0.12,10-01-2022
13330,1453,1142,3,0.24,18-12-2022
13331,19926,2235,1,0.03,12-05-2021
13332,4914,781,1,0.15,05-01-2024
13333,11408,232,5,0.1,03-02-2020
13334,8585,2162,3,0.09,01-12-2023
13335,14172,799,2,0.17,10-04-2021
13336,14882,2623,3,0.02,12-07-2022
13337,2839,172,1,0.17,07-06-2021
13338,6033,1567,4,0.21,23-11-2020
13339,3958,1631,4,0.22,06-07-2022
13340,4921,2880,4,0.19,28-07-2023
13341,17636,546,5,0.03,22-07-2023
13342,5792,3250,5,0.2,01-06-2020
13343,1349,446,3,0.18,11-11-2023
13344,10411,638,4,0.07,30-06-2021
13345,10657,390,3,0.17,17-01-2024
13346,2626,559,5,0.06,24-03-2023
13347,4369,1106,4,0.17,12-06-2022
13348,13000,2460,4,0.05,11-02-2020
13349,18173,1681,3,0.01,07-12-2022
13350,2591,3460,5,0.22,03-07-2022
13351,14064,921,3,0.15,07-11-2020
13352,12135,2273,3,0.01,29-07-2021
13353,7480,1720,2,0.24,05-06-2023
13354,4364,1550,2,0.2,11-09-2021
13355,10532,2463,4,0.06,05-05-2023
13356,15983,2382,3,0.19,18-02-2023
13357,19080,1079,4,0.01,16-12-2021
13358,19063,3254,4,0.17,06-08-2023
13359,12392,2398,3,0.25,20-08-2020
13360,15963,1690,2,0.02,19-02-2021
13361,17328,1939,2,0.24,18-01-2021
13362,18063,2330,4,0.07,30-12-2022
13363,15080,2469,3,0.22,27-04-2021
13364,4986,2625,1,0.03,18-01-2023
13365,19723,197,3,0.05,25-09-2023
13366,14326,675,3,0.13,23-11-2022
13367,18394,842,4,0.24,26-12-2020
13368,12769,430,5,0.08,08-02-2021
13369,447,87,1,0.2,24-10-2020
13370,18523,882,1,0.01,06-05-2020
13371,4949,1466,4,0.21,16-03-2021
13372,408,824,1,0.01,01-11-2022
13373,12801,2528,3,0.19,23-10-2020
13374,9300,3376,5,0.12,12-10-2020
13375,2948,3419,2,0.16,07-09-2022
13376,14179,1470,2,0.14,05-02-2021
13377,1832,2608,5,0.17,13-09-2020
13378,6875,554,2,0.22,16-11-2023
13379,7184,1021,4,0.23,15-10-2022
13380,14493,1163,3,0.04,29-02-2020
13381,9700,1444,2,0.03,25-02-2022
13382,15361,3193,1,0.03,07-06-2022
13383,15099,1201,4,0.13,28-09-2022
13384,394,2499,5,0.21,30-01-2023
13385,3779,1247,5,0.24,29-12-2023
13386,12786,2667,5,0.1,21-04-2022
13387,10112,1388,1,0.11,29-01-2020
13388,12627,896,5,0.19,16-06-2022
13389,12399,2042,4,0,16-07-2022
13390,6613,2822,4,0.16,25-07-2022
13391,500,2297,4,0.11,01-11-2022
13392,15257,2966,1,0.02,14-01-2024
13393,12380,2407,3,0.13,09-01-2024
13394,17097,3053,5,0.17,09-07-2022
13395,10917,922,1,0.12,16-04-2020
13396,15131,1313,5,0.01,12-04-2022
13397,19940,3189,4,0.07,10-11-2020
13398,16717,203,3,0.07,12-06-2023
13399,17825,1190,5,0.23,06-11-2020
13400,3239,2750,3,0.17,09-06-2023
13401,2586,208,5,0.04,30-11-2020
13402,686,1206,4,0.01,29-08-2020
13403,3775,2582,3,0.02,24-05-2023
13404,14639,375,5,0.06,23-04-2020
13405,11220,965,3,0.13,22-03-2023
13406,18622,724,2,0.06,22-09-2020
13407,3391,316,2,0.06,17-03-2023
13408,7948,2456,1,0.23,04-12-2020
13409,10890,160,1,0.15,01-12-2023
13410,2720,1968,5,0.22,15-07-2021
13411,4978,161,2,0.07,06-11-2021
13412,1428,3333,2,0,21-03-2023
13413,11213,2409,4,0.13,27-01-2024
13414,15286,296,1,0.13,01-03-2020
13415,1842,3279,1,0.01,06-10-2021
13416,7789,404,4,0.24,20-04-2020
13417,2590,1853,3,0.13,11-02-2022
13418,2965,2099,4,0.14,13-06-2021
13419,15408,2369,4,0.22,26-05-2023
13420,10509,2062,5,0.08,25-01-2023
13421,7950,830,3,0.07,16-11-2022
13422,19640,2133,1,0.08,10-12-2020
13423,16597,2510,3,0.05,14-01-2021
13424,14989,758,2,0.15,22-06-2020
13425,7654,1507,5,0.08,30-04-2022
13426,2291,172,1,0.19,13-12-2021
13427,14948,60,2,0.06,07-09-2020
13428,18452,1177,3,0.05,24-11-2021
13429,15642,3493,5,0.19,22-05-2022
13430,17909,2484,5,0.14,15-09-2023
13431,8548,1586,5,0.03,30-03-2021
13432,8767,1802,5,0.13,26-05-2020
13433,15720,1286,5,0.1,07-01-2021
13434,18910,3239,1,0.11,10-08-2023
13435,5901,2674,1,0.2,29-08-2020
13436,16565,2069,4,0.07,03-11-2020
13437,4541,1881,5,0.1,19-08-2022
13438,15583,1903,2,0.24,08-11-2021
13439,18678,872,4,0.14,26-08-2020
13440,19254,2103,1,0.16,07-10-2021
13441,17310,1601,5,0.09,06-08-2021
13442,14251,1640,5,0.02,21-08-2021
13443,15329,1489,5,0.01,07-02-2022
13444,15375,2298,2,0.09,26-12-2020
13445,18291,171,4,0.18,21-11-2022
13446,12784,2977,2,0.22,29-08-2021
13447,4347,2308,3,0.2,25-08-2023
13448,19965,2596,1,0.25,14-07-2022
13449,11206,2551,2,0.15,02-01-2024
13450,17778,2875,4,0.2,22-05-2020
13451,8570,170,4,0.16,15-06-2021
13452,7956,1489,1,0.16,26-11-2022
13453,883,630,4,0.16,29-04-2020
13454,4461,1750,5,0.12,20-03-2023
13455,6266,2378,4,0.2,26-12-2021
13456,404,2099,1,0.11,05-08-2020
13457,9750,1524,3,0.09,29-05-2020
13458,15978,1226,1,0.22,26-10-2020
13459,8066,541,2,0.01,24-01-2023
13460,15789,2600,2,0.11,08-12-2023
13461,18149,1403,1,0.01,22-03-2021
13462,15048,2041,1,0.25,06-02-2020
13463,10029,635,4,0.21,27-01-2022
13464,7888,1997,4,0.07,26-02-2020
13465,7369,2666,5,0.04,30-05-2020
13466,11188,2155,2,0.23,23-02-2020
13467,18137,2678,2,0.05,19-02-2020
13468,9174,98,5,0.02,15-12-2022
13469,7162,2934,4,0.09,18-05-2023
13470,9280,1207,1,0.07,17-04-2023
13471,14837,2617,1,0.25,03-05-2022
13472,9133,978,1,0.22,15-05-2022
13473,4778,3154,3,0.06,07-11-2022
13474,2656,1497,2,0.16,10-07-2021
13475,18222,3027,2,0.17,29-12-2021
13476,14969,3454,1,0.02,23-05-2021
13477,12009,1071,3,0.11,15-05-2022
13478,6712,2830,2,0.2,13-04-2020
13479,18850,1196,5,0.19,11-07-2022
13480,12341,2752,2,0.14,05-05-2021
13481,2737,2430,4,0.21,25-08-2020
13482,8674,19,2,0.16,10-10-2022
13483,15405,2066,5,0.13,02-04-2021
13484,2744,770,2,0.03,12-06-2022
13485,11818,1968,4,0.19,05-02-2021
13486,6891,2254,3,0.05,11-03-2023
13487,5398,2152,5,0.25,20-09-2020
13488,15516,176,3,0.09,06-11-2023
13489,13509,2316,5,0.24,18-12-2020
13490,8673,2282,1,0.02,18-03-2022
13491,10370,1281,3,0.12,10-11-2021
13492,13410,2440,4,0.06,13-08-2022
13493,16314,1029,5,0.23,14-12-2020
13494,6815,1433,5,0.02,28-08-2020
13495,5926,1429,4,0.11,08-06-2022
13496,7869,655,2,0.22,27-08-2023
13497,8671,2266,2,0.04,18-11-2023
13498,7878,2543,3,0.22,16-07-2021
13499,19385,1802,3,0.2,05-09-2022
13500,6731,796,2,0.18,09-04-2023
13501,8270,2935,5,0.21,16-07-2021
13502,16626,2809,2,0.01,02-08-2023
13503,3327,873,5,0.15,07-02-2024
13504,6831,2186,2,0.2,11-09-2022
13505,16417,1545,2,0.22,16-06-2020
13506,12254,448,5,0.17,28-07-2020
13507,8772,3086,1,0.05,04-06-2023
13508,19208,2260,1,0.22,04-10-2023
13509,3451,3235,4,0.17,25-04-2023
13510,203,2054,4,0.21,12-10-2022
13511,18895,2697,4,0.19,04-01-2024
13512,19370,1655,2,0.12,12-09-2021
13513,9533,502,5,0.11,24-02-2021
13514,19163,1082,4,0.16,17-12-2020
13515,18325,667,1,0.18,07-04-2020
13516,17971,530,2,0.12,15-03-2022
13517,10102,2317,4,0.15,18-10-2021
13518,14024,250,2,0.01,03-10-2021
13519,10124,1664,4,0.02,28-10-2021
13520,19003,3076,4,0.15,19-08-2023
13521,5626,1677,1,0.1,06-01-2024
13522,13893,3074,3,0.01,17-01-2023
13523,5602,835,3,0.12,28-11-2022
13524,18988,2950,5,0.02,21-10-2022
13525,11214,3344,3,0.09,08-07-2022
13526,6548,2724,1,0.18,27-01-2020
13527,15104,1471,4,0.17,05-11-2023
13528,3126,1182,2,0.16,23-12-2020
13529,1919,2808,2,0.1,04-08-2021
13530,8018,327,2,0.1,17-01-2023
13531,11263,1823,4,0.05,07-07-2023
13532,3193,2557,2,0.23,08-04-2020
13533,3365,635,5,0.07,16-09-2022
13534,14714,347,1,0.24,23-10-2021
13535,2528,1524,4,0.01,18-01-2020
13536,17803,168,3,0.16,20-02-2022
13537,9357,2730,5,0.17,06-03-2020
13538,4327,97,3,0.04,09-02-2021
13539,14923,2129,2,0.24,07-06-2021
13540,10732,1906,2,0,02-03-2023
13541,13327,2958,1,0.2,11-11-2020
13542,137,1544,4,0.07,04-11-2020
13543,18915,572,1,0.22,30-05-2021
13544,19106,3101,1,0.12,17-12-2023
13545,3415,589,1,0.15,11-04-2023
13546,18820,35,1,0.05,05-10-2021
13547,10045,1065,3,0.07,22-11-2020
13548,8635,2446,4,0.24,07-04-2023
13549,16551,1911,1,0.08,12-11-2023
13550,18836,835,4,0.14,29-09-2023
13551,80,340,2,0.16,28-12-2020
13552,3194,2790,2,0.09,29-04-2020
13553,5684,3047,1,0.18,19-12-2023
13554,6744,1687,3,0.13,12-12-2022
13555,6893,2279,3,0.07,02-08-2021
13556,981,1182,5,0.11,27-07-2022
13557,5603,105,2,0.06,24-10-2022
13558,5059,3101,1,0.11,20-11-2020
13559,4605,3019,2,0.17,10-04-2023
13560,10255,200,5,0.18,08-11-2020
13561,2635,1558,3,0.08,05-06-2023
13562,10724,2701,5,0.2,10-09-2021
13563,2769,3388,3,0.13,30-10-2023
13564,5397,2299,1,0.11,28-06-2023
13565,14953,1644,1,0.15,04-08-2023
13566,11156,3350,2,0.08,13-10-2023
13567,7106,3294,4,0.12,29-10-2023
13568,13398,3377,5,0.1,25-07-2020
13569,17869,804,4,0.11,05-04-2020
13570,8288,1606,1,0.18,05-06-2021
13571,12056,2975,1,0.06,04-07-2021
13572,5710,203,2,0.14,29-07-2021
13573,2120,1305,4,0.08,11-06-2022
13574,18646,1384,1,0.11,08-01-2021
13575,3565,3117,5,0.1,08-10-2021
13576,14826,3174,5,0.13,04-02-2024
13577,4861,1093,2,0.13,26-07-2020
13578,14729,1996,2,0.1,09-12-2020
13579,18894,1128,3,0.15,18-01-2022
13580,5262,3168,4,0.01,06-07-2023
13581,3245,1163,4,0.06,31-01-2023
13582,19710,2968,1,0.02,20-10-2022
13583,13909,3282,1,0.21,24-03-2021
13584,19090,1037,3,0.02,06-06-2021
13585,1962,2904,3,0.1,18-10-2022
13586,16233,1616,4,0.14,21-07-2022
13587,15820,1459,5,0.11,08-10-2023
13588,19276,669,2,0.13,14-06-2023
13589,17593,2546,2,0.09,25-02-2022
13590,17327,51,5,0.12,02-04-2021
13591,6825,2998,2,0.01,10-07-2020
13592,9652,798,2,0.13,12-05-2022
13593,10885,2545,1,0.01,23-04-2021
13594,2616,2454,4,0.25,06-10-2023
13595,5941,3351,3,0.21,27-12-2023
13596,211,2961,3,0.07,25-12-2021
13597,19341,579,5,0.08,02-06-2022
13598,287,1809,1,0.24,21-11-2021
13599,13124,1821,2,0.15,14-02-2021
13600,9435,925,2,0.2,01-01-2023
13601,1778,1595,1,0.05,27-07-2021
13602,5793,375,1,0.18,03-09-2020
13603,11686,1725,4,0.07,27-05-2023
13604,3427,1030,1,0.24,06-07-2023
13605,4371,181,4,0.1,13-06-2023
13606,16725,1702,2,0.07,30-12-2020
13607,9680,1621,5,0,10-02-2022
13608,872,2862,2,0.19,30-07-2023
13609,4824,320,3,0.13,24-01-2023
13610,8892,1639,1,0.08,22-10-2023
13611,8248,1542,3,0.25,30-11-2020
13612,16207,3174,1,0.23,21-12-2021
13613,3990,1951,2,0.18,26-07-2021
13614,17547,141,2,0.2,26-12-2021
13615,13335,1414,1,0.21,22-03-2023
13616,1195,485,4,0.02,15-05-2020
13617,19014,957,3,0.12,13-04-2022
13618,15736,918,1,0.07,18-10-2020
13619,7601,1724,2,0.1,08-08-2022
13620,14302,3153,3,0.03,21-06-2021
13621,3024,5,3,0.17,08-01-2022
13622,15517,1711,4,0.04,24-03-2022
13623,4515,1216,1,0.04,15-11-2020
13624,12285,995,2,0.04,25-06-2020
13625,2871,246,4,0.24,19-01-2021
13626,3950,3296,2,0.24,17-05-2020
13627,8009,2564,4,0.14,31-01-2021
13628,9833,1208,3,0.24,23-01-2022
13629,19731,3218,2,0.19,26-03-2020
13630,2731,1946,4,0.19,30-03-2020
13631,5364,64,3,0.12,09-02-2023
13632,8011,2363,1,0.09,05-02-2023
13633,8146,3354,1,0.09,17-03-2021
13634,18795,3226,1,0.04,07-12-2020
13635,13514,1574,4,0.14,09-01-2023
13636,8412,2176,5,0.02,05-05-2021
13637,2413,2318,1,0.04,05-03-2022
13638,70,1834,4,0.09,08-11-2022
13639,13195,1873,2,0.18,30-01-2023
13640,18103,2240,2,0.19,02-03-2020
13641,1029,414,4,0.06,27-03-2021
13642,16665,373,5,0.06,09-02-2022
13643,2401,2736,2,0.08,01-12-2023
13644,13293,386,4,0.15,21-05-2023
13645,3089,1737,2,0.1,24-09-2021
13646,3335,1826,3,0.24,30-12-2021
13647,15735,2755,2,0.03,18-06-2022
13648,8103,3404,3,0.12,19-06-2022
13649,3723,1409,1,0.18,08-12-2020
13650,10920,357,4,0.2,06-02-2023
13651,6683,317,5,0.17,13-05-2020
13652,17146,2281,1,0.15,03-08-2022
13653,5063,2408,5,0.05,15-01-2020
13654,15410,1777,5,0.14,01-11-2020
13655,3936,1439,1,0.09,19-07-2022
13656,19229,602,3,0.1,08-03-2021
13657,10013,1704,2,0.24,15-01-2022
13658,8784,1787,1,0.21,16-12-2021
13659,15817,3497,2,0.19,24-02-2021
13660,9289,2167,5,0.16,07-11-2021
13661,9522,2323,4,0.07,09-09-2023
13662,1080,605,3,0.2,08-07-2020
13663,15425,347,1,0.07,12-04-2022
13664,11971,2190,3,0.07,19-05-2023
13665,19364,1014,4,0.11,06-10-2022
13666,16614,951,1,0,11-03-2023
13667,19420,318,5,0.02,14-10-2022
13668,101,3232,1,0.2,15-11-2021
13669,16408,2065,2,0.21,15-05-2020
13670,4225,2774,1,0.14,16-03-2022
13671,3888,2175,4,0.03,01-12-2022
13672,12060,765,5,0.17,01-01-2024
13673,19196,143,4,0.2,17-07-2020
13674,5874,1078,4,0.21,04-05-2023
13675,6414,1069,2,0.08,27-02-2020
13676,11624,2566,4,0.16,19-01-2020
13677,6171,2183,5,0.11,10-10-2022
13678,8393,2968,3,0.17,29-12-2020
13679,6645,2742,1,0.24,04-03-2020
13680,8609,914,5,0.24,02-09-2023
13681,1355,3115,5,0.08,12-08-2020
13682,13051,2888,4,0.2,30-12-2020
13683,1529,2770,1,0.06,26-12-2022
13684,5000,1127,3,0.24,27-06-2022
13685,11770,1651,2,0.16,04-01-2020
13686,12089,314,4,0.02,04-10-2022
13687,17862,3465,4,0.23,27-01-2022
13688,4079,2438,3,0.24,17-08-2022
13689,11551,3359,2,0.11,09-08-2021
13690,5201,126,3,0.12,05-10-2022
13691,13443,3037,3,0.11,20-05-2023
13692,13193,1337,2,0.08,26-01-2022
13693,19494,894,5,0.22,16-10-2021
13694,11007,1400,2,0.14,11-01-2022
13695,5529,2363,4,0.12,24-04-2021
13696,18924,2370,4,0.1,09-04-2023
13697,6153,1466,1,0.21,17-03-2023
13698,15090,1172,5,0.24,09-05-2020
13699,1773,1244,5,0.23,26-04-2021
13700,16445,2623,1,0.19,30-12-2022
13701,8997,1900,3,0.2,06-03-2022
13702,15065,2556,3,0.19,29-11-2022
13703,15598,888,2,0.04,21-03-2023
13704,5911,491,4,0.15,22-12-2023
13705,5750,3246,5,0.15,02-04-2022
13706,16694,1870,3,0.05,26-04-2020
13707,5364,813,2,0.21,28-11-2021
13708,16585,2246,3,0.04,16-07-2020
13709,10245,1,3,0.17,19-01-2022
13710,13069,3458,3,0.03,19-07-2022
13711,3133,1558,1,0.22,19-04-2022
13712,647,3261,5,0.09,03-01-2022
13713,11183,1351,4,0.14,04-05-2020
13714,11845,1175,3,0.21,21-01-2020
13715,1645,2519,5,0.23,10-08-2020
13716,12276,335,4,0.05,04-10-2020
13717,16851,1430,2,0.07,29-01-2024
13718,249,2177,2,0.11,27-08-2020
13719,466,2915,2,0.03,08-01-2023
13720,19117,2755,3,0.16,28-09-2021
13721,2826,39,3,0.15,26-04-2020
13722,12745,2361,4,0.09,24-05-2021
13723,10737,3113,1,0.03,30-03-2020
13724,12039,1490,4,0.15,14-09-2022
13725,7597,3103,4,0.04,07-01-2023
13726,675,1529,4,0.07,24-02-2020
13727,4212,2509,4,0.01,16-10-2020
13728,12175,3485,4,0.08,20-08-2022
13729,15010,1261,3,0.22,11-03-2023
13730,19482,36,4,0.24,29-04-2022
13731,18229,2915,4,0.17,20-10-2022
13732,8795,1013,1,0.13,19-05-2020
13733,472,846,1,0.06,22-03-2021
13734,13458,2091,2,0.07,12-02-2020
13735,4627,1379,2,0.05,10-05-2020
13736,7659,2734,1,0.07,19-09-2023
13737,4483,1294,1,0.13,03-11-2021
13738,13736,248,1,0.21,17-10-2020
13739,4947,1571,3,0.03,19-01-2021
13740,5951,1682,4,0.14,27-01-2021
13741,13831,2474,2,0.02,25-07-2022
13742,18319,1109,2,0.21,25-03-2021
13743,8706,3110,4,0.08,03-02-2021
13744,18132,601,3,0.18,13-01-2020
13745,17217,103,4,0.23,13-01-2021
13746,8594,154,5,0.24,27-03-2020
13747,19194,3296,1,0.02,26-05-2020
13748,18449,1512,5,0.23,01-06-2021
13749,18,687,3,0.13,23-01-2022
13750,421,2923,5,0.19,30-07-2022
13751,18851,2093,5,0.02,16-04-2023
13752,450,536,1,0.24,18-01-2024
13753,18449,3294,1,0.05,01-08-2021
13754,5792,251,2,0.18,10-01-2024
13755,17633,1199,5,0.22,22-04-2022
13756,12506,128,3,0.07,07-04-2021
13757,14737,938,4,0.06,02-03-2021
13758,19896,1904,2,0.05,13-05-2023
13759,352,3005,2,0.13,28-09-2020
13760,6559,1473,4,0.2,25-12-2022
13761,4171,855,4,0.07,15-12-2022
13762,43,566,2,0.06,18-06-2021
13763,3120,395,2,0.03,17-04-2022
13764,9308,2979,4,0.15,17-12-2021
13765,592,527,1,0.05,23-09-2021
13766,5801,291,1,0.14,19-05-2022
13767,16798,3080,2,0.08,09-08-2021
13768,13904,2251,4,0.07,01-12-2023
13769,5034,1748,3,0.06,27-01-2021
