customer_id,customer_name,region,signup_date
5145,Customer_5145,North,12-02-2019
5146,Customer_5146,West,13-06-2018
5147,Customer_5147,South,07-02-2021
5148,Customer_5148,East,08-04-2023
5149,Customer_5149,East,29-12-2018
5150,Customer_5150,East,25-09-2020
5151,Customer_5151,West,16-06-2022
5152,Customer_5152,East,14-04-2022
5153,Customer_5153,West,15-12-2020
5154,Customer_5154,North,23-10-2021
5155,Customer_5155,South,15-02-2023
5156,Customer_5156,North,10-01-2020
5157,Customer_5157,East,06-08-2019
5158,Customer_5158,West,23-03-2023
5159,Customer_5159,North,08-10-2020
5160,Customer_5160,South,18-05-2020
5161,Customer_5161,North,08-01-2022
5162,Customer_5162,West,23-10-2020
5163,Customer_5163,South,30-04-2018
5164,Customer_5164,East,10-03-2023
5165,Customer_5165,West,06-10-2020
5166,Customer_5166,North,28-03-2018
5167,Customer_5167,East,06-07-2022
5168,Customer_5168,West,13-08-2021
5169,Customer_5169,North,23-06-2020
5170,Customer_5170,West,18-05-2019
5171,Customer_5171,East,07-05-2019
5172,Customer_5172,West,25-07-2022
5173,Customer_5173,West,31-03-2023
5174,Customer_5174,West,17-11-2022
5175,Customer_5175,South,14-03-2021
5176,Customer_5176,West,01-05-2018
5177,Customer_5177,North,15-09-2019
5178,Customer_5178,North,26-02-2019
5179,Customer_5179,North,06-06-2019
5180,Customer_5180,North,01-05-2020
5181,Customer_5181,West,25-03-2023
5182,Customer_5182,West,14-05-2019
5183,Customer_5183,South,05-05-2018
5184,Customer_5184,West,29-08-2018
5185,Customer_5185,West,08-07-2018
5186,Customer_5186,East,11-12-2020
5187,Customer_5187,South,07-12-2022
5188,Customer_5188,West,21-01-2019
5189,Customer_5189,West,19-08-2022
5190,Customer_5190,South,02-02-2023
5191,Customer_5191,East,22-02-2023
5192,Customer_5192,North,03-06-2019
5193,Customer_5193,South,22-11-2021
5194,Customer_5194,South,29-03-2019
5195,Customer_5195,East,31-03-2018
5196,Customer_5196,North,25-04-2018
5197,Customer_5197,South,08-02-2020
5198,Customer_5198,East,16-12-2019
5199,Customer_5199,East,07-04-2022
5200,Customer_5200,South,06-09-2020
5201,Customer_5201,South,31-10-2021
5202,Customer_5202,North,14-11-2022
5203,Customer_5203,West,30-07-2018
5204,Customer_5204,West,09-10-2018
5205,Customer_5205,South,26-04-2018
5206,Customer_5206,North,03-05-2019
5207,Customer_5207,South,30-04-2019
5208,Customer_5208,South,03-02-2022
5209,Customer_5209,North,12-09-2018
5210,Customer_5210,South,12-12-2022
5211,Customer_5211,West,25-11-2018
5212,Customer_5212,South,20-04-2023
5213,Customer_5213,West,26-10-2018
5214,Customer_5214,West,07-02-2019
5215,Customer_5215,North,23-02-2022
5216,Customer_5216,East,26-03-2018
5217,Customer_5217,East,01-05-2021
5218,Customer_5218,West,03-10-2020
5219,Customer_5219,West,20-01-2018
5220,Customer_5220,South,27-02-2021
5221,Customer_5221,South,23-01-2018
5222,Customer_5222,East,16-06-2023
5223,Customer_5223,South,26-04-2020
5224,Customer_5224,West,21-12-2018
5225,Customer_5225,South,06-12-2021
5226,Customer_5226,South,28-07-2019
5227,Customer_5227,North,20-05-2020
5228,Customer_5228,South,23-04-2019
5229,Customer_5229,East,23-05-2020
5230,Customer_5230,South,15-12-2018
5231,Customer_5231,North,28-12-2021
5232,Customer_5232,East,07-01-2020
5233,Customer_5233,North,23-09-2018
5234,Customer_5234,North,28-02-2020
5235,Customer_5235,West,20-07-2020
5236,Customer_5236,South,29-09-2019
5237,Customer_5237,South,25-02-2019
5238,Customer_5238,West,08-09-2018
5239,Customer_5239,East,30-12-2021
5240,Customer_5240,West,05-06-2019
5241,Customer_5241,West,23-05-2019
5242,Customer_5242,West,04-01-2018
5243,Customer_5243,West,31-10-2021
5244,Customer_5244,East,30-11-2021
5245,Customer_5245,East,21-01-2022
5246,Customer_5246,South,22-11-2022
5247,Customer_5247,East,09-10-2018
5248,Customer_5248,South,08-10-2019
5249,Customer_5249,North,17-04-2023
5250,Customer_5250,East,08-05-2021
5251,Customer_5251,South,01-08-2018
5252,Customer_5252,South,28-05-2022
5253,Customer_5253,North,08-09-2022
5254,Customer_5254,East,10-07-2019
5255,Customer_5255,North,21-01-2019
5256,Customer_5256,South,22-10-2020
5257,Customer_5257,North,24-05-2020
5258,Customer_5258,West,28-04-2018
5259,Customer_5259,West,13-05-2023
5260,Customer_5260,West,03-07-2019
5261,Customer_5261,West,29-01-2018
5262,Customer_5262,West,10-07-2018
5263,Customer_5263,East,01-05-2023
5264,Customer_5264,South,30-06-2021
5265,Customer_5265,South,07-02-2021
5266,Customer_5266,North,22-12-2021
5267,Customer_5267,West,12-08-2021
5268,Customer_5268,East,02-01-2020
5269,Customer_5269,South,02-10-2022
5270,Customer_5270,East,21-12-2021
5271,Customer_5271,South,27-07-2020
5272,Customer_5272,East,09-11-2022
5273,Customer_5273,North,13-06-2023
5274,Customer_5274,South,10-02-2021
5275,Customer_5275,North,16-05-2020
5276,Customer_5276,South,26-02-2022
5277,Customer_5277,North,08-11-2019
5278,Customer_5278,South,22-02-2018
5279,Customer_5279,North,28-03-2023
5280,Customer_5280,South,21-10-2022
5281,Customer_5281,East,21-11-2022
5282,Customer_5282,North,22-03-2023
5283,Customer_5283,West,13-05-2022
5284,Customer_5284,South,26-08-2021
5285,Customer_5285,South,22-05-2023
5286,Customer_5286,West,10-11-2020
5287,Customer_5287,North,08-01-2019
5288,Customer_5288,South,23-07-2021
5289,Customer_5289,South,22-08-2018
5290,Customer_5290,West,04-02-2020
5291,Customer_5291,North,17-01-2023
5292,Customer_5292,East,03-04-2018
5293,Customer_5293,West,16-10-2022
5294,Customer_5294,South,13-01-2021
5295,Customer_5295,West,22-02-2020
5296,Customer_5296,West,11-05-2023
5297,Customer_5297,West,28-06-2019
5298,Customer_5298,North,29-03-2022
5299,Customer_5299,North,22-07-2019
5300,Customer_5300,North,27-08-2022
5301,Customer_5301,West,19-06-2019
5302,Customer_5302,South,28-07-2019
5303,Customer_5303,South,27-02-2018
5304,Customer_5304,North,30-08-2018
5305,Customer_5305,South,05-03-2019
5306,Customer_5306,South,18-09-2021
5307,Customer_5307,West,23-08-2019
5308,Customer_5308,East,09-12-2021
5309,Customer_5309,North,01-12-2018
5310,Customer_5310,West,23-06-2023
5311,Customer_5311,North,15-05-2020
5312,Customer_5312,East,02-11-2021
5313,Customer_5313,East,26-04-2018
5314,Customer_5314,North,12-05-2020
5315,Customer_5315,South,21-06-2020
5316,Customer_5316,North,04-09-2019
5317,Customer_5317,West,02-07-2019
5318,Customer_5318,East,22-11-2018
5319,Customer_5319,South,19-02-2018
5320,Customer_5320,South,22-03-2022
5321,Customer_5321,South,28-03-2022
5322,Customer_5322,South,30-04-2021
5323,Customer_5323,West,09-02-2022
5324,Customer_5324,North,24-05-2018
5325,Customer_5325,West,11-05-2019
5326,Customer_5326,West,31-03-2019
5327,Customer_5327,South,05-02-2019
5328,Customer_5328,South,10-04-2019
5329,Customer_5329,West,09-09-2019
5330,Customer_5330,North,19-03-2020
5331,Customer_5331,West,07-07-2019
5332,Customer_5332,South,25-01-2020
5333,Customer_5333,North,16-08-2022
5334,Customer_5334,East,04-07-2020
5335,Customer_5335,South,10-02-2020
5336,Customer_5336,West,10-08-2019
5337,Customer_5337,West,23-06-2023
5338,Customer_5338,North,23-02-2023
5339,Customer_5339,North,22-08-2022
5340,Customer_5340,West,22-01-2020
5341,Customer_5341,South,02-10-2018
5342,Customer_5342,South,20-02-2021
5343,Customer_5343,South,24-02-2023
5344,Customer_5344,South,27-04-2018
5345,Customer_5345,North,22-11-2022
5346,Customer_5346,South,30-08-2020
5347,Customer_5347,West,04-01-2018
5348,Customer_5348,East,15-09-2021
5349,Customer_5349,North,17-09-2018
5350,Customer_5350,East,07-07-2021
5351,Customer_5351,West,03-10-2018
5352,Customer_5352,West,06-05-2022
5353,Customer_5353,West,29-12-2020
5354,Customer_5354,East,05-08-2020
5355,Customer_5355,North,22-04-2021
5356,Customer_5356,North,26-12-2018
5357,Customer_5357,West,13-05-2021
5358,Customer_5358,South,30-12-2019
5359,Customer_5359,North,18-06-2022
5360,Customer_5360,West,01-09-2021
5361,Customer_5361,West,20-05-2020
5362,Customer_5362,West,17-05-2023
5363,Customer_5363,West,12-01-2023
5364,Customer_5364,South,06-06-2018
5365,Customer_5365,West,20-10-2021
5366,Customer_5366,East,23-03-2018
5367,Customer_5367,South,05-11-2022
5368,Customer_5368,North,21-06-2021
5369,Customer_5369,South,30-09-2018
5370,Customer_5370,North,03-01-2021
5371,Customer_5371,North,20-09-2021
5372,Customer_5372,South,16-05-2020
5373,Customer_5373,North,06-02-2020
5374,Customer_5374,North,06-10-2020
5375,Customer_5375,South,30-01-2023
5376,Customer_5376,West,17-10-2021
5377,Customer_5377,West,28-09-2019
5378,Customer_5378,West,02-11-2019
5379,Customer_5379,East,29-04-2022
5380,Customer_5380,South,30-06-2021
5381,Customer_5381,South,07-01-2023
5382,Customer_5382,West,23-06-2021
5383,Customer_5383,North,14-06-2019
5384,Customer_5384,North,31-01-2019
5385,Customer_5385,South,06-06-2020
5386,Customer_5386,East,23-05-2023
5387,Customer_5387,South,16-05-2020
5388,Customer_5388,South,30-10-2018
5389,Customer_5389,East,26-04-2023
5390,Customer_5390,North,21-02-2020
5391,Customer_5391,North,09-02-2022
5392,Customer_5392,North,23-01-2019
5393,Customer_5393,East,20-06-2018
5394,Customer_5394,West,10-04-2020
5395,Customer_5395,West,09-07-2020
5396,Customer_5396,North,15-01-2021
5397,Customer_5397,East,22-06-2021
5398,Customer_5398,South,06-12-2021
5399,Customer_5399,West,20-04-2021
5400,Customer_5400,West,05-10-2019
5401,Customer_5401,West,02-01-2022
5402,Customer_5402,West,16-05-2023
5403,Customer_5403,North,09-11-2021
5404,Customer_5404,East,14-03-2021
5405,Customer_5405,East,18-08-2020
5406,Customer_5406,South,18-07-2019
5407,Customer_5407,North,12-07-2018
5408,Customer_5408,East,27-12-2020
5409,Customer_5409,West,04-01-2021
5410,Customer_5410,South,28-11-2019
5411,Customer_5411,North,29-12-2021
5412,Customer_5412,North,03-02-2020
5413,Customer_5413,North,03-01-2020
5414,Customer_5414,East,09-08-2019
5415,Customer_5415,North,13-06-2019
5416,Customer_5416,East,16-09-2021
5417,Customer_5417,South,01-02-2020
5418,Customer_5418,South,01-03-2023
5419,Customer_5419,West,20-09-2020
5420,Customer_5420,North,23-10-2021
5421,Customer_5421,West,21-04-2021
5422,Customer_5422,East,23-08-2020
5423,Customer_5423,South,26-01-2022
5424,Customer_5424,West,15-02-2020
5425,Customer_5425,West,01-07-2020
5426,Customer_5426,West,16-09-2018
5427,Customer_5427,North,17-08-2022
5428,Customer_5428,South,01-04-2021
5429,Customer_5429,North,15-04-2018
5430,Customer_5430,West,31-08-2018
5431,Customer_5431,East,06-03-2023
5432,Customer_5432,West,02-02-2019
5433,Customer_5433,East,22-06-2018
5434,Customer_5434,North,14-07-2021
5435,Customer_5435,South,04-03-2021
5436,Customer_5436,North,16-03-2022
5437,Customer_5437,North,12-12-2022
5438,Customer_5438,South,18-04-2019
5439,Customer_5439,West,01-01-2020
5440,Customer_5440,East,06-10-2021
5441,Customer_5441,North,27-01-2023
5442,Customer_5442,North,01-03-2022
5443,Customer_5443,East,04-07-2022
5444,Customer_5444,West,19-09-2022
5445,Customer_5445,North,15-08-2022
5446,Customer_5446,East,21-03-2018
5447,Customer_5447,South,01-01-2022
5448,Customer_5448,East,27-05-2023
5449,Customer_5449,North,04-11-2018
5450,Customer_5450,North,02-11-2022
5451,Customer_5451,East,05-06-2022
5452,Customer_5452,East,06-07-2019
5453,Customer_5453,South,10-05-2020
5454,Customer_5454,West,27-01-2021
5455,Customer_5455,West,24-03-2021
5456,Customer_5456,East,01-10-2019
5457,Customer_5457,West,03-09-2020
5458,Customer_5458,East,01-01-2020
5459,Customer_5459,East,10-01-2021
5460,Customer_5460,South,07-10-2018
5461,Customer_5461,South,31-01-2020
5462,Customer_5462,East,11-05-2018
5463,Customer_5463,North,05-01-2021
5464,Customer_5464,South,21-03-2022
5465,Customer_5465,North,06-08-2021
5466,Customer_5466,East,14-07-2019
5467,Customer_5467,South,29-05-2018
5468,Customer_5468,West,21-09-2018
5469,Customer_5469,East,10-10-2022
5470,Customer_5470,West,22-08-2018
5471,Customer_5471,East,07-08-2022
5472,Customer_5472,East,25-01-2019
5473,Customer_5473,South,01-12-2020
5474,Customer_5474,North,04-04-2021
5475,Customer_5475,South,07-06-2023
5476,Customer_5476,East,08-08-2022
5477,Customer_5477,East,26-06-2019
5478,Customer_5478,North,20-04-2018
5479,Customer_5479,East,30-09-2021
5480,Customer_5480,North,30-04-2018
5481,Customer_5481,West,05-04-2018
5482,Customer_5482,South,13-02-2023
5483,Customer_5483,South,13-08-2021
5484,Customer_5484,North,11-01-2020
5485,Customer_5485,South,14-06-2022
5486,Customer_5486,South,24-11-2019
5487,Customer_5487,South,19-05-2021
5488,Customer_5488,East,12-09-2018
5489,Customer_5489,West,01-02-2021
5490,Customer_5490,East,01-03-2023
5491,Customer_5491,East,12-01-2018
5492,Customer_5492,South,15-02-2018
5493,Customer_5493,East,17-08-2021
5494,Customer_5494,West,27-04-2019
5495,Customer_5495,South,06-12-2020
5496,Customer_5496,North,27-01-2021
5497,Customer_5497,North,05-01-2018
5498,Customer_5498,South,18-11-2022
5499,Customer_5499,North,02-05-2023
5500,Customer_5500,South,28-10-2018
5501,Customer_5501,South,30-06-2019
5502,Customer_5502,West,03-11-2018
5503,Customer_5503,East,21-01-2018
5504,Customer_5504,West,18-03-2018
5505,Customer_5505,East,24-05-2023
5506,Customer_5506,South,07-03-2018
5507,Customer_5507,West,10-10-2021
5508,Customer_5508,East,30-09-2018
5509,Customer_5509,South,02-04-2021
5510,Customer_5510,North,01-10-2020
5511,Customer_5511,North,22-08-2020
5512,Customer_5512,West,28-07-2018
5513,Customer_5513,West,03-03-2022
5514,Customer_5514,West,09-12-2021
5515,Customer_5515,East,14-02-2021
5516,Customer_5516,North,27-02-2019
5517,Customer_5517,South,17-01-2020
5518,Customer_5518,North,21-10-2022
5519,Customer_5519,South,27-02-2023
5520,Customer_5520,East,09-02-2021
5521,Customer_5521,East,27-04-2022
5522,Customer_5522,South,26-09-2019
5523,Customer_5523,North,03-03-2022
5524,Customer_5524,East,11-08-2020
5525,Customer_5525,North,22-06-2018
5526,Customer_5526,East,29-04-2019
5527,Customer_5527,West,18-11-2019
5528,Customer_5528,North,15-12-2022
5529,Customer_5529,West,06-02-2021
5530,Customer_5530,West,11-06-2021
5531,Customer_5531,South,14-01-2019
5532,Customer_5532,North,30-03-2021
5533,Customer_5533,South,13-04-2022
5534,Customer_5534,West,31-07-2019
5535,Customer_5535,East,30-01-2019
5536,Customer_5536,North,18-01-2018
5537,Customer_5537,West,04-03-2018
5538,Customer_5538,West,28-06-2022
5539,Customer_5539,North,03-04-2021
5540,Customer_5540,South,26-08-2019
5541,Customer_5541,East,19-05-2018
5542,Customer_5542,South,10-02-2021
5543,Customer_5543,East,13-10-2022
5544,Customer_5544,North,24-04-2020
5545,Customer_5545,North,22-06-2023
5546,Customer_5546,East,17-09-2021
5547,Customer_5547,West,24-05-2023
5548,Customer_5548,West,31-08-2020
5549,Customer_5549,East,02-12-2021
5550,Customer_5550,South,05-08-2022
5551,Customer_5551,South,17-04-2019
5552,Customer_5552,North,31-08-2021
5553,Customer_5553,North,30-06-2022
5554,Customer_5554,West,27-06-2019
5555,Customer_5555,North,22-04-2020
5556,Customer_5556,East,20-05-2021
5557,Customer_5557,South,19-01-2018
5558,Customer_5558,South,15-07-2019
5559,Customer_5559,West,06-10-2021
5560,Customer_5560,North,24-01-2022
5561,Customer_5561,South,30-12-2022
5562,Customer_5562,North,10-04-2022
5563,Customer_5563,West,19-05-2023
5564,Customer_5564,East,18-10-2021
5565,Customer_5565,South,01-10-2019
5566,Customer_5566,East,02-07-2020
5567,Customer_5567,East,15-06-2018
5568,Customer_5568,South,03-03-2021
5569,Customer_5569,East,13-08-2020
5570,Customer_5570,South,06-02-2022
5571,Customer_5571,East,09-03-2023
5572,Customer_5572,North,01-07-2019
5573,Customer_5573,North,23-11-2022
5574,Customer_5574,East,09-08-2019
5575,Customer_5575,East,10-09-2021
5576,Customer_5576,East,08-01-2018
5577,Customer_5577,North,10-05-2018
5578,Customer_5578,South,25-03-2018
5579,Customer_5579,East,25-09-2019
5580,Customer_5580,East,01-03-2021
5581,Customer_5581,East,21-02-2022
5582,Customer_5582,West,06-12-2021
5583,Customer_5583,East,10-03-2020
5584,Customer_5584,South,12-06-2019
5585,Customer_5585,North,16-06-2021
5586,Customer_5586,North,08-07-2022
5587,Customer_5587,North,27-05-2018
5588,Customer_5588,North,29-11-2020
5589,Customer_5589,South,30-11-2018
5590,Customer_5590,North,07-12-2021
5591,Customer_5591,East,25-05-2018
5592,Customer_5592,East,24-12-2019
5593,Customer_5593,West,15-08-2021
5594,Customer_5594,West,26-03-2022
5595,Customer_5595,East,05-11-2019
5596,Customer_5596,West,07-12-2019
5597,Customer_5597,North,25-09-2018
5598,Customer_5598,East,11-04-2022
5599,Customer_5599,North,10-01-2020
5600,Customer_5600,South,13-06-2022
5601,Customer_5601,South,17-09-2022
5602,Customer_5602,South,17-10-2022
5603,Customer_5603,West,16-01-2022
5604,Customer_5604,West,23-10-2021
5605,Customer_5605,North,21-05-2018
5606,Customer_5606,West,05-12-2020
5607,Customer_5607,South,01-08-2022
5608,Customer_5608,South,19-07-2019
5609,Customer_5609,East,04-04-2022
5610,Customer_5610,East,15-10-2020
5611,Customer_5611,North,28-10-2022
5612,Customer_5612,North,06-09-2021
5613,Customer_5613,East,04-09-2018
5614,Customer_5614,East,23-05-2020
5615,Customer_5615,South,31-10-2020
5616,Customer_5616,North,13-06-2021
5617,Customer_5617,North,11-05-2023
5618,Customer_5618,West,02-04-2021
5619,Customer_5619,North,24-04-2021
5620,Customer_5620,East,25-05-2019
5621,Customer_5621,West,11-10-2020
5622,Customer_5622,South,18-07-2021
5623,Customer_5623,South,22-08-2018
5624,Customer_5624,South,08-01-2021
5625,Customer_5625,North,30-03-2018
5626,Customer_5626,East,23-12-2021
5627,Customer_5627,South,16-09-2021
5628,Customer_5628,East,27-01-2023
5629,Customer_5629,East,23-12-2021
5630,Customer_5630,North,14-09-2018
5631,Customer_5631,West,02-07-2018
5632,Customer_5632,South,13-10-2022
5633,Customer_5633,South,13-02-2023
5634,Customer_5634,South,02-12-2021
5635,Customer_5635,South,03-08-2018
5636,Customer_5636,North,03-05-2021
5637,Customer_5637,South,17-09-2021
5638,Customer_5638,East,10-09-2019
5639,Customer_5639,West,23-12-2018
5640,Customer_5640,North,21-02-2019
5641,Customer_5641,West,12-03-2021
5642,Customer_5642,North,04-01-2022
5643,Customer_5643,South,18-03-2019
5644,Customer_5644,North,10-06-2018
5645,Customer_5645,West,23-03-2019
5646,Customer_5646,South,07-02-2022
5647,Customer_5647,North,03-05-2020
5648,Customer_5648,East,18-01-2021
5649,Customer_5649,East,17-01-2021
5650,Customer_5650,South,12-10-2019
5651,Customer_5651,East,13-01-2018
5652,Customer_5652,East,08-03-2019
5653,Customer_5653,West,03-07-2019
5654,Customer_5654,South,26-11-2020
5655,Customer_5655,South,02-11-2021
5656,Customer_5656,South,09-02-2022
5657,Customer_5657,West,27-05-2020
5658,Customer_5658,West,08-05-2022
5659,Customer_5659,West,27-07-2018
5660,Customer_5660,West,29-10-2020
5661,Customer_5661,North,08-11-2021
5662,Customer_5662,South,01-11-2021
5663,Customer_5663,North,20-03-2020
5664,Customer_5664,North,10-01-2019
5665,Customer_5665,South,26-03-2023
5666,Customer_5666,East,10-03-2018
5667,Customer_5667,North,30-12-2021
5668,Customer_5668,West,07-07-2021
5669,Customer_5669,East,18-11-2020
5670,Customer_5670,East,22-11-2018
5671,Customer_5671,East,04-06-2022
5672,Customer_5672,North,20-02-2019
5673,Customer_5673,North,24-09-2018
5674,Customer_5674,West,22-01-2018
5675,Customer_5675,North,27-03-2022
5676,Customer_5676,West,11-10-2022
5677,Customer_5677,East,20-02-2023
5678,Customer_5678,East,11-09-2019
5679,Customer_5679,East,07-02-2020
5680,Customer_5680,South,05-02-2022
5681,Customer_5681,East,17-05-2022
5682,Customer_5682,East,30-11-2021
5683,Customer_5683,North,15-10-2019
5684,Customer_5684,South,03-04-2018
5685,Customer_5685,West,06-01-2020
5686,Customer_5686,South,14-07-2018
5687,Customer_5687,East,05-10-2022
5688,Customer_5688,South,15-09-2022
5689,Customer_5689,North,03-06-2023
5690,Customer_5690,West,22-06-2020
5691,Customer_5691,South,26-05-2020
5692,Customer_5692,West,03-09-2019
5693,Customer_5693,North,31-12-2020
5694,Customer_5694,West,03-09-2019
5695,Customer_5695,West,06-08-2018
5696,Customer_5696,North,04-01-2018
5697,Customer_5697,South,10-10-2019
5698,Customer_5698,East,16-12-2022
5699,Customer_5699,North,11-08-2021
5700,Customer_5700,West,09-11-2022
5701,Customer_5701,West,18-06-2020
5702,Customer_5702,South,10-11-2020
5703,Customer_5703,North,20-06-2020
5704,Customer_5704,South,19-11-2022
5705,Customer_5705,North,15-03-2020
5706,Customer_5706,South,25-03-2021
5707,Customer_5707,East,30-04-2020
5708,Customer_5708,East,15-05-2023
5709,Customer_5709,North,23-01-2019
5710,Customer_5710,South,09-03-2018
5711,Customer_5711,West,26-06-2018
5712,Customer_5712,East,02-05-2023
5713,Customer_5713,East,02-01-2023
5714,Customer_5714,East,11-06-2022
5715,Customer_5715,East,27-01-2023
5716,Customer_5716,South,17-08-2019
5717,Customer_5717,South,02-07-2020
5718,Customer_5718,East,20-04-2021
5719,Customer_5719,South,30-05-2023
5720,Customer_5720,South,26-08-2021
5721,Customer_5721,North,08-09-2021
5722,Customer_5722,South,07-08-2022
5723,Customer_5723,North,07-05-2022
5724,Customer_5724,South,11-05-2018
5725,Customer_5725,South,18-10-2019
5726,Customer_5726,East,16-10-2021
5727,Customer_5727,West,22-07-2021
5728,Customer_5728,North,10-06-2021
5729,Customer_5729,West,12-02-2022
5730,Customer_5730,South,03-07-2021
5731,Customer_5731,East,29-03-2022
5732,Customer_5732,East,23-04-2023
5733,Customer_5733,North,29-04-2020
5734,Customer_5734,South,28-08-2022
5735,Customer_5735,East,13-01-2018
5736,Customer_5736,East,25-12-2022
5737,Customer_5737,North,21-05-2018
5738,Customer_5738,North,19-09-2020
5739,Customer_5739,North,26-05-2019
5740,Customer_5740,West,14-12-2021
5741,Customer_5741,North,03-03-2019
5742,Customer_5742,North,28-01-2018
5743,Customer_5743,West,01-05-2019
5744,Customer_5744,South,03-05-2022
5745,Customer_5745,South,15-01-2023
5746,Customer_5746,South,02-12-2020
5747,Customer_5747,North,03-01-2019
5748,Customer_5748,West,26-09-2019
5749,Customer_5749,North,15-10-2020
5750,Customer_5750,West,26-03-2019
5751,Customer_5751,North,06-02-2022
5752,Customer_5752,West,22-10-2021
5753,Customer_5753,North,24-06-2020
5754,Customer_5754,East,16-10-2019
5755,Customer_5755,South,26-09-2021
5756,Customer_5756,South,20-01-2020
5757,Customer_5757,South,05-01-2020
5758,Customer_5758,West,23-06-2023
5759,Customer_5759,North,23-12-2019
5760,Customer_5760,East,17-11-2018
5761,Customer_5761,West,31-07-2020
5762,Customer_5762,West,20-02-2018
5763,Customer_5763,North,07-12-2020
5764,Customer_5764,East,09-07-2021
5765,Customer_5765,West,09-02-2022
5766,Customer_5766,South,25-03-2019
5767,Customer_5767,South,23-09-2021
5768,Customer_5768,East,13-11-2019
5769,Customer_5769,West,24-11-2019
5770,Customer_5770,South,16-08-2019
5771,Customer_5771,South,24-07-2021
5772,Customer_5772,West,07-09-2019
5773,Customer_5773,East,02-11-2022
5774,Customer_5774,South,13-05-2018
5775,Customer_5775,North,22-07-2019
5776,Customer_5776,East,15-04-2023
5777,Customer_5777,East,25-04-2023
5778,Customer_5778,East,24-04-2021
5779,Customer_5779,North,12-01-2018
5780,Customer_5780,North,31-12-2018
5781,Customer_5781,South,01-07-2018
5782,Customer_5782,South,30-12-2020
5783,Customer_5783,West,30-08-2021
5784,Customer_5784,North,20-12-2018
5785,Customer_5785,West,06-08-2019
5786,Customer_5786,East,13-01-2023
5787,Customer_5787,South,08-07-2020
5788,Customer_5788,West,10-01-2023
5789,Customer_5789,North,19-01-2018
5790,Customer_5790,North,28-04-2020
5791,Customer_5791,West,17-01-2020
5792,Customer_5792,West,28-05-2021
5793,Customer_5793,East,22-08-2020
5794,Customer_5794,West,14-05-2022
5795,Customer_5795,South,16-02-2018
5796,Customer_5796,West,25-11-2022
5797,Customer_5797,East,27-02-2021
5798,Customer_5798,South,24-08-2022
5799,Customer_5799,East,01-01-2019
5800,Customer_5800,North,17-12-2019
5801,Customer_5801,West,09-07-2022
5802,Customer_5802,East,18-09-2018
5803,Customer_5803,West,11-03-2022
5804,Customer_5804,North,28-05-2018
5805,Customer_5805,East,19-05-2021
5806,Customer_5806,North,21-05-2018
5807,Customer_5807,South,01-11-2021
5808,Customer_5808,North,21-07-2018
5809,Customer_5809,North,11-09-2022
5810,Customer_5810,West,01-08-2022
5811,Customer_5811,East,08-11-2021
5812,Customer_5812,South,26-04-2022
5813,Customer_5813,North,15-05-2018
5814,Customer_5814,West,02-11-2021
5815,Customer_5815,North,13-08-2021
5816,Customer_5816,South,01-07-2020
5817,Customer_5817,East,07-12-2020
5818,Customer_5818,West,27-11-2019
5819,Customer_5819,North,28-06-2018
5820,Customer_5820,West,20-04-2019
5821,Customer_5821,South,07-06-2019
5822,Customer_5822,North,02-11-2019
5823,Customer_5823,West,06-10-2018
5824,Customer_5824,North,18-04-2018
5825,Customer_5825,West,28-11-2020
5826,Customer_5826,South,17-04-2021
5827,Customer_5827,West,04-09-2019
5828,Customer_5828,South,08-04-2021
5829,Customer_5829,South,11-01-2023
5830,Customer_5830,West,26-04-2023
5831,Customer_5831,West,06-11-2020
5832,Customer_5832,North,11-05-2023
5833,Customer_5833,West,25-01-2020
5834,Customer_5834,North,27-09-2021
5835,Customer_5835,West,13-05-2023
5836,Customer_5836,South,26-08-2018
5837,Customer_5837,East,15-09-2022
5838,Customer_5838,West,05-01-2018
5839,Customer_5839,West,29-09-2019
5840,Customer_5840,East,18-11-2018
5841,Customer_5841,North,13-02-2019
5842,Customer_5842,East,01-01-2021
5843,Customer_5843,South,10-08-2019
5844,Customer_5844,South,29-11-2022
5845,Customer_5845,North,17-03-2019
5846,Customer_5846,North,13-01-2020
5847,Customer_5847,West,05-06-2020
5848,Customer_5848,South,22-04-2019
5849,Customer_5849,South,11-08-2020
5850,Customer_5850,South,13-10-2019
5851,Customer_5851,South,12-03-2021
5852,Customer_5852,West,27-11-2018
5853,Customer_5853,North,27-04-2021
5854,Customer_5854,East,30-07-2018
5855,Customer_5855,South,20-12-2021
5856,Customer_5856,South,07-12-2021
5857,Customer_5857,East,19-03-2020
5858,Customer_5858,East,29-12-2019
5859,Customer_5859,West,16-12-2019
5860,Customer_5860,East,18-08-2022
5861,Customer_5861,South,08-01-2019
5862,Customer_5862,North,11-01-2022
5863,Customer_5863,North,02-09-2020
5864,Customer_5864,East,05-11-2018
5865,Customer_5865,South,06-11-2019
5866,Customer_5866,East,09-06-2018
5867,Customer_5867,East,23-10-2019
5868,Customer_5868,South,07-10-2019
5869,Customer_5869,East,10-02-2023
5870,Customer_5870,South,14-04-2021
5871,Customer_5871,East,23-02-2019
5872,Customer_5872,North,09-11-2019
5873,Customer_5873,West,12-12-2018
5874,Customer_5874,West,29-01-2022
5875,Customer_5875,South,04-02-2020
5876,Customer_5876,North,05-04-2023
5877,Customer_5877,South,30-05-2023
5878,Customer_5878,South,17-06-2021
5879,Customer_5879,West,16-10-2018
